"ID",AUTHOR,URL,DATE,LIKES,SHARES,COMMENTS,CONTENT,SERVICE,SENTIMENT,ENGAGEMENT
17866227744083397,brazilianversion,N/A,07/03/2420 15:22,146.7k,0.0,2.4k,"🚨ELA VEM AÍ! 💥 Madonna já está no Brasil 🇧🇷 para divulgar o show gratuito ✨ em Copacabana! 😍

(3 via bernardeston/ 8 via rafixxxas)",instagram,POSITIVE,0.000
18306149305176207,N/A,N/A,07/03/2420 20:11,17.1k,0.0,864.0,"MADONNA EM COPA - Madonna virá ao Brasil para um megashow na Praia de Copacabana, no Rio de Janeiro. O show, da The Celebration Tour, que comemora os 40 anos da carreira da cantora, e será no dia 4 maio (sábado). 🎵 

📸: AP

➡ Acompanhe as atualizações na #GloboNews #jornalismo #notícias #Estúdioi #Madonna #RJ",instagram,POSITIVE,6.080
17991657935375157,N/A,N/A,07/03/2420 17:43,5.8k,0.0,182.0,"🚨 POP EMERGENCY: Visit Rio divulga show GRATUITO de Madonna na praia de Copacabana no dia 4 de maio. O show será uma comemoração pela carreira da artista e ao aniversário de 100 anos do Itaú:

“Madonna encerra a turnê ‘The Celebration Tour’ aqui na Cidade Maravilhosa, em comemoração aos 40 anos de carreira com um espetáculo que promete ser o maior dela”. Vão ir?

#madonna #brasil #música",instagram,POSITIVE,0.000
17857819413087013,portalpopline,N/A,07/03/2420 11:59,5.4k,0.0,355.0,"➡️ SAIBA TUDO SOBRE #MadonnaNoBrasil NO SITE PortalPOPline (.com.br)! - LINK NOS STORIES

ELA VEM! Após muita especulação, o show gratuito de #Madonna na Praia de #Copacabana está confirmado para o dia 04 de maio! Segundo Lauro Jardim, do O Globo as negociações estariam fechadas e apenas detalhes como a hospedagem da cantora ainda serão fechados.

O evento, que ganhará um anúncio oficial em breve, promete ser #recorde de público para a cantora, cuja marca atual é de 130 mil espectadores. Apenas no último Réveillon, as areias de Copacabana receberam mais de três milhões de pessoas... será o maior show da carreira, sim ou claro? 🤩

Imagens: madonna",instagram,POSITIVE,3.358
18005883650517712,portalpopline,N/A,07/03/2420 19:45,3.8k,0.0,180.0,"A possível vinda de #Madonna ao Rio em maio para um show GRATUITO em Copacabana ainda é o assunto predileto dos brasileiros nas redes sociais.

➡️ Arraste para o lado e veja as reações! Mais sobre Madonna no Brasil acesse o PortalPOPline (.com.br) - LINK NO PERFIL

E, claro, que muitos já estão fazendo montagens do Cristo de Redentor com o icônico sutiã de cone de Jean Paul Gaultier! Mas fãs já fizeram questão de avisar: mesmo com vaquinha, Madonna já foi excomungada 3x pela Igreja Católica.

Dessa vez a gente acha que num vai rolar não, hein? 😂",instagram,POSITIVE,2.341
17927205083836030,N/A,N/A,07/03/2420 17:30,3.0k,0.0,322.0,"GOSTARAM DA NOVIDADE? 🤔😍
.
A cantora Madonna deve se apresentar em maio, na Praia de Copacabana - Rio de Janeiro. De acordo  com o anunciado, o show está confirmado para o dia 4 de maio.
.
Madonna estrelou a campanha de 100 anos do banco Itaú e os fãs da cantora ficaram na espera do anuncio desde então.
.
Vale lembrar que a última passagem de Madonna pelo Brasil foi em 2012.
.
Fontes: Terra / Globo 
.
👉🏻 PARTICIPE, DEIXE SUA OPINIÃO NOS COMENTÁRIOS ABAIXO.
.
💥 Siga nosso perfil para nos ajudar. 🙌
.
💥 As melhores imagens do Rio você encontra aqui.
.
Quer sua foto do Rio postada? 
Envie via Direct 📥
.
💥Marque RiodeJaneiroOnline e use #riodejaneiroonline em suas fotos. 😉
.
.
📸 : Fotografia de carlosravoni 
(Parabéns pelo incrível registro!)
.
.
#riodejaneiro #rio #brasilia #riotur #rj #carlosravoni  #ipanema #paodeacucar #carioca #brasil #brazil #cariocando  #arpoador #barradatijuca #cidademaravilhosa #escola #recreiodosbandeirantes #errejota021 #visitbrasil #celular #turismobrasil #beach #praia #novidade #copacabana #leme #riograndedosul #leblon #cristoredentor 
.
.
Via: riodejaneiroonline 
.
.
Ao repostar, dê os devidos créditos.
.",instagram,POSITIVE,0.000
18035890801827142,N/A,N/A,07/03/2420 13:21,1.8k,0.0,91.0,"MEGASHOW 👀👑 Madonna vem para o Brasil e vai fazer um show na praia de Copacabana, no Rio de Janeiro. O megashow foi confirmado para o dia 4 de maio e pode ser uma das maiores apresentações de sua carreira. As informações são do colunista Lauro Jardim.

A artista vem ao Rio de Janeiro a convite do Itaú, banco para quem estrelou campanha pelos seus 100 anos. Segundo o colunista, as negociações já estão fechadas, mas alguns detalhes estão em discussão. Dentre eles, está a hospedagem da mega artista, que deve ficar no Copacabana Palace.

O boato já vinha sendo incensado há mais tempo e ganhou força na noite dessa terça-feira (6). Fãs estavam em polvorosa por essa possibilidade, uma vez que a artista não vem ao Brasil há 12 anos.

📲 A matéria completa você confere acessando o link na bio.

📸 Reprodução / Instagram

#OTempo #madonna #show #copacabana #praia #rj",instagram,POSITIVE,0.000
18002857526207758,meioemensagem,N/A,07/03/2420 13:15,1.8k,0.0,49.0,"Madonna deverá se apresentar no Brasil em maio, a convite do Itaú Unibanco.

A informação vem sendo especulada nos últimos dias nas redes sociais, sobretudo fomentada por fã clubes da cantora, e foi confirmada em coluna do Lauro Jardim ao O Globo na manhã desta quinta-feira, 7.

Procurado pela reportagem de Meio & Mensagem, o Itaú ainda não se manifestou sobre a apresentação. Apesar disso, fontes internas do banco confirmaram a vinda da cantora.

A artista pop deve fazer um show na Praia de Copacabana, no Rio de Janeiro, no dia 4 de maio. Anteriormente, no ano passado, fãs acreditavam que Madonna poderia ser uma das atrações do Rock in Rio, festival que tem o Itaú como patrocinador máster.

O Itaú vem apresentando uma série de ações em decorrência de seus 100 anos. Em dezembro, anunciou que Madonna seria uma das estrelas da sua campanha “Feito de Futuro”. Ela faz parte de um grande plano de comunicação de seu centenário. O filme, criado e dirigido pela própria Madonna, estreou no intervalo do Jornal Nacional, da TV Globo, no final de fevereiro.

Para anunciar o comercial, desenvolvido pela agência Africa Creative, o Itaú arquivou todas as postagens de seu perfil nas redes sociais, seguindo apenas a artista.

À época, a movimentação intrigou os fãs, que especularam um possível patrocínio do banco à sua turnê, a Celebration Tour, no Brasil (Veja mais no link da bio meioemensagem)

#comunicaçãoemarketing #madonna #itaú #shows #entretenimento",instagram,POSITIVE,6.651
17958473912619198,N/A,N/A,07/03/2420 23:44,1.4k,0.0,110.0,"O show da Madonna em Copacabana será assim… 😱🤣
.
Se perder um filho nessa multidão fica mais fácil fazer outro. ☺️
.
👉🏻 Essa fotografia é da Jornada Mundial da Juventude, lembram? 😍
.
📍Copacabana Beach - RJ📍
.
💥 Siga nosso perfil para nos ajudar. 🙌
.
💥 As melhores imagens do Rio você encontra aqui.
.
Quer sua foto do Rio postada? 
Envie via Direct 📥
.
💥Marque RiodeJaneiroOnline e use #riodejaneiroonline em suas fotos. 😉
.
.
#riodejaneiro #rio #brasilia #niteroi #rio40graus #carlosravoni  #ipanema #paodeacucar #carioca #brasil #brazil #cariocando  #arpoador #barradatijuca #cidademaravilhosa #tour #recreiodosbandeirantes #corcovado #visitbrasil #favela  #turismobrasil #beach #praia #saopaulo #copacabana #leme #medicina #leblon #cristoredentor 
.
.
📸 : Não conseguimos localizar 
(Por favor, entre em contato)
.
👨🏻‍💻: riodejaneiroonline / carlosravoni 
.
.
Ao repostar, dê os devidos créditos.
.",instagram,POSITIVE,0.000
18001216370248046,N/A,N/A,07/03/2420 21:31,800.0,0.0,119.0,"A cantora norte-americana Madonna virá ao Brasil para um show na praia de Copacabana, no Rio de Janeiro, em 4 de maio.

Como será a segurança? Logística do trânsito? Bem-estar dos moradores? Passe a foto para o lado para ver a preocupação do nosso prefeito. O print foi retirado do X - antigo Twitter - do próprio 🤣

E você seguidor, vai no show da rainha do pop? 

#copacabana #leme #arpoador #leblon #ipanema #saoconrado #gavea #jardimbotanico #cosmevelho #humaita #botafogo #flamengo #aterrodoflamengo #catete #largodomachado #laranjeiras #catete #gloria #urca #lagoarodrigodefreitas #rocinha #vidigal #viral #alerta #zonasul #alertazonasul #rio #rj #riodejaneiro",instagram,POSITIVE,0.000
