ID,AUTHOR,URL,DATE,LIKES,COMMENTS,CONTENT,SERVICE,SENTIMENT,ENGAGEMENT
49mF3Sh3MF4,Itaú,https://www.youtube.com/watch?v=49mF3Sh3MF4,2024-02-21T21:14:01Z,4628,741,"""Estou sempre me reinventando para que eu possa continuar sendo eu mesma."" – Madonna.",YouTube,NEUTRAL,0
