ID,AUTHOR,URL,DATE,LIKES,COMMENTS,CONTENT,SERVICE,SENTIMENT,ENGAGEMENT,SHARES,PUBLISHEDAT,CHANNELID,TITLE,DESCRIPTION,THUMBNAILS,CHANNELTITLE,LIVEBROADCASTCONTENT,PUBLISHTIME
nqAnluCn_qM,Leh Sanuty,https://www.youtube.com/watch?v=nqAnluCn_qM,2024-05-05T03:20:22Z,1585,541,celebrationtour #anitta #madonna.,YouTube,NEUTRAL,0,0,2024-05-05T03:20:22Z,UCfqpiaKVQkfOFHDUuf3NhVg,MADONNA E ANITTA | COPACABANA - RIO DE JANEIRO | THE CELEBRATION TOUR,celebrationtour #anitta #madonna.,"{'default': {'url': 'https://i.ytimg.com/vi/nqAnluCn_qM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/nqAnluCn_qM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/nqAnluCn_qM/hqdefault.jpg', 'width': 480, 'height': 360}}",Leh Sanuty,none,2024-05-05T03:20:22Z
