ID,AUTHOR,URL,DATE,LIKES,COMMENTS,CONTENT,SERVICE,SENTIMENT,ENGAGEMENT
2wWK6wft-EI,Erick Alvarenga,https://www.youtube.com/watch?v=2wWK6wft-EI,2024-02-22T16:32:29Z,1256,82,,YouTube,NEUTRAL,0
