ID,AUTHOR,URL,DATE,LIKES,COMMENTS,CONTENT,SERVICE,SENTIMENT,ENGAGEMENT,SHARES,PUBLISHEDAT,CHANNELID,TITLE,DESCRIPTION,THUMBNAILS,CHANNELTITLE,LIVEBROADCASTCONTENT,PUBLISHTIME
KrCztmXl_yo,CRISTIANO PLACIDO,https://www.youtube.com/watch?v=KrCztmXl_yo,2024-05-05T23:55:18Z,0,0,Fantásticodehoje · #Fantástico05deMaio #Showdavida @tvglobo #Fantástico #TVGlobo #TheCelebrationinRio #Madonna ...,YouTube,NEUTRAL,0,0,2024-05-05T23:55:18Z,UCb3ugYMtWQnk1ERQbp0I3Hw,Fantástico de hoje: Show da Madonna | The Celebration Tour in Rio Madonna | Copacabana | g1|TV Globo,Fantásticodehoje · #Fantástico05deMaio #Showdavida @tvglobo #Fantástico #TVGlobo #TheCelebrationinRio #Madonna ...,"{'default': {'url': 'https://i.ytimg.com/vi/KrCztmXl_yo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/KrCztmXl_yo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/KrCztmXl_yo/hqdefault.jpg', 'width': 480, 'height': 360}}",CRISTIANO PLACIDO,none,2024-05-05T23:55:18Z
