ID,AUTHOR,URL,DATE,LIKES,SHARES,COMMENTS,CONTENT,SERVICE,SENTIMENT,ENGAGEMENT
870894901737332,http://www.facebook.com/115987058416365,http://www.facebook.com/115987058416365_870894901737332,05/05/2420 14:50,211.0,9.0,236.0,"Cantora fez espetáculo para 1,6 milhão de pessoas neste sábado, 4, que repercutiu em jornais do mundo todo; Praia de Copacabana recebeu o encerramento da ‘The Celebration Tour’ (via Cultura Estadão) #estadão",facebook,POSITIVE,0.0
