ID,AUTHOR,URL,DATE,LIKES,COMMENTS,CONTENT,SERVICE,SENTIMENT,ENGAGEMENT,SHARES,PUBLISHEDAT,CHANNELID,TITLE,DESCRIPTION,THUMBNAILS,CHANNELTITLE,LIVEBROADCASTCONTENT,PUBLISHTIME
2EaiDnhTQeU,Jornalquicknews,https://www.youtube.com/watch?v=2EaiDnhTQeU,2024-05-01T23:27:40Z,4,0,001 #madonna Madonna. #001 veja detalhes do show no Rio de janeiro.,YouTube,NEUTRAL,0,0,2024-05-01T23:27:40Z,UCUx_ysfVg456SOhR4uxwnig,Madonna. #001 veja detalhes do show no Rio de janeiro.,001 #madonna Madonna. #001 veja detalhes do show no Rio de janeiro.,"{'default': {'url': 'https://i.ytimg.com/vi/2EaiDnhTQeU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/2EaiDnhTQeU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/2EaiDnhTQeU/hqdefault.jpg', 'width': 480, 'height': 360}}",Jornalquicknews,none,2024-05-01T23:27:40Z
