ID,AUTHOR,URL,DATE,LIKES,COMMENTS,CONTENT,SERVICE,SENTIMENT,ENGAGEMENT,SHARES,PUBLISHEDAT,CHANNELID,TITLE,DESCRIPTION,THUMBNAILS,CHANNELTITLE,LIVEBROADCASTCONTENT,PUBLISHTIME
5oNwJThDa_s,The PriTainment ,https://www.youtube.com/watch?v=5oNwJThDa_s,2024-05-05T12:16:15Z,42,0,Please Like and Subscribe My Channel Thank you Madonna in Rio Livestream. Thousands of Madonna fans gather on ...,YouTube,NEUTRAL,0,0,2024-05-05T12:16:15Z,UC3sDLGSJLFytPde-JU9qhtg,Madonna | Madonna in Rio | Copacabana | Copacabana Beach,Please Like and Subscribe My Channel Thank you Madonna in Rio Livestream. Thousands of Madonna fans gather on ...,"{'default': {'url': 'https://i.ytimg.com/vi/5oNwJThDa_s/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/5oNwJThDa_s/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/5oNwJThDa_s/hqdefault.jpg', 'width': 480, 'height': 360}}",The PriTainment ,none,2024-05-05T12:16:15Z
