ID,AUTHOR,URL,DATE,LIKES,COMMENTS,CONTENT,SERVICE,SENTIMENT,ENGAGEMENT,SHARES,PUBLISHEDAT,CHANNELID,TITLE,DESCRIPTION,THUMBNAILS,CHANNELTITLE,LIVEBROADCASTCONTENT,PUBLISHTIME
AKUBgYbFQvA,SBT News,https://www.youtube.com/watch?v=AKUBgYbFQvA,2024-04-30T00:40:31Z,577,248,"A cantora Madonna chegou nesta segunda-feira (29) ao Rio de Janeiro, onde realizará o encerramento da turnê Celebration ...",YouTube,NEUTRAL,0,0,2024-04-30T00:40:31Z,UC376n347Ob5Lwzq2WGzF1AA,Madonna chegou no rio com 45 baús de roupas e 270 toneladas de equipamentos  | SBT Brasil (29/04/24),"A cantora Madonna chegou nesta segunda-feira (29) ao Rio de Janeiro, onde realizará o encerramento da turnê Celebration ...","{'default': {'url': 'https://i.ytimg.com/vi/AKUBgYbFQvA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/AKUBgYbFQvA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/AKUBgYbFQvA/hqdefault.jpg', 'width': 480, 'height': 360}}",SBT News,none,2024-04-30T00:40:31Z
