ID,AUTHOR,URL,DATE,LIKES,COMMENTS,CONTENT,SERVICE,SENTIMENT,ENGAGEMENT
xI72gcFWY6k,Monica Buonfiglio,https://www.youtube.com/watch?v=xI72gcFWY6k,2024-03-22T11:01:02Z,1961,183,Site Oficial Monica Buonfiglio: https://www.magiadosanjos.com.br/ Quer aprender mais sobre espiritualidade? Cursos EAD ...,YouTube,NEUTRAL,0
