ID,AUTHOR,URL,DATE,LIKES,COMMENTS,CONTENT,SERVICE,SENTIMENT,ENGAGEMENT,SHARES,PUBLISHEDAT,CHANNELID,TITLE,DESCRIPTION,THUMBNAILS,CHANNELTITLE,LIVEBROADCASTCONTENT,PUBLISHTIME
-9Ns1CUzFV0,DW News,https://www.youtube.com/watch?v=-9Ns1CUzFV0,2024-05-05T20:00:00Z,7031,1181,Pop icon Madonna has given a historic performance for a huge crowd of fans at Brazil's famous Copacabana Beach. The Material ...,YouTube,NEUTRAL,0,0,2024-05-05T20:00:00Z,UCknLrEdhRCp1aegoMqRaCZg,Madonna gives free concert to 1.6 million people on Brazil&#39;s Copacabana beach | DW News,Pop icon Madonna has given a historic performance for a huge crowd of fans at Brazil's famous Copacabana Beach. The Material ...,"{'default': {'url': 'https://i.ytimg.com/vi/-9Ns1CUzFV0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/-9Ns1CUzFV0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/-9Ns1CUzFV0/hqdefault.jpg', 'width': 480, 'height': 360}}",DW News,none,2024-05-05T20:00:00Z
