ID,AUTHOR,URL,DATE,LIKES,COMMENTS,CONTENT,SERVICE,SENTIMENT,ENGAGEMENT
IMbCsAa6uZQ,Fabio Toledo,https://www.youtube.com/watch?v=IMbCsAa6uZQ,2024-03-23T13:38:07Z,12,0,"show gratuito da madonna em copacabana em abril de 2024 pelo banco itaú, vídeo do anuncio oficial show da madonna no rio ...",YouTube,NEUTRAL,0
