ID,AUTHOR,URL,DATE,LIKES,COMMENTS,CONTENT,SERVICE,SENTIMENT,ENGAGEMENT
tE3bx80oU5g,Terra Brasil,https://www.youtube.com/watch?v=tE3bx80oU5g,2024-04-29T19:20:44Z,156,55,Madonna desembarca no Brasil para show gratuito em Copacabana. A rainha do pop chegou ao Rio de Janeiro nesta ...,YouTube,NEUTRAL,0
