ID,AUTHOR,URL,DATE,LIKES,COMMENTS,CONTENT,SERVICE,SENTIMENT,ENGAGEMENT
jF1V7e5l72w,Por aí com o Lucas,https://www.youtube.com/watch?v=jF1V7e5l72w,2024-04-17T00:59:57Z,176,34,Hoje vamos passear pela a orla de Copacabana e ver como estão os preparativos para o show da Madonna na cidade ...,YouTube,NEUTRAL,0
