ID,AUTHOR,URL,DATE,LIKES,COMMENTS,CONTENT,SERVICE,SENTIMENT,ENGAGEMENT,SHARES,PUBLISHEDAT,CHANNELID,TITLE,DESCRIPTION,THUMBNAILS,CHANNELTITLE,LIVEBROADCASTCONTENT,PUBLISHTIME
fpvCR17JMJQ,Mr. Viral Star,https://www.youtube.com/watch?v=fpvCR17JMJQ,2024-06-05T19:17:24Z,2,6,Part 7 (126-150) 150 Amazing Women Who Changed the World | Great Women Who Changed The World #mrviralstar ...,YouTube,NEUTRAL,0,0,2024-06-05T19:17:24Z,UCGs1sSvyEVxTNYsxox5yI1Q,Part 7 (126-150) | 150 Amazing Women Who Changed the World | Short Biography,Part 7 (126-150) 150 Amazing Women Who Changed the World | Great Women Who Changed The World #mrviralstar ...,"{'default': {'url': 'https://i.ytimg.com/vi/fpvCR17JMJQ/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/fpvCR17JMJQ/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/fpvCR17JMJQ/hqdefault.jpg', 'width': 480, 'height': 360}}",Mr. Viral Star,none,2024-06-05T19:17:24Z
