ID,AUTHOR,URL,DATE,LIKES,COMMENTS,CONTENT,SERVICE,SENTIMENT,ENGAGEMENT,SHARES,PUBLISHEDAT,CHANNELID,TITLE,DESCRIPTION,THUMBNAILS,CHANNELTITLE,LIVEBROADCASTCONTENT,PUBLISHTIME
SFrGHq7yvNE,Brunão JPA,https://www.youtube.com/watch?v=SFrGHq7yvNE,2024-05-04T06:07:13Z,32,5,,YouTube,NEUTRAL,0,0,2024-05-04T06:07:13Z,UCldRPbzJKTKjouYYZ6ZW5MQ,🌟 Madonna - The Celebration Tour in Rio: O Maior Show da Carreira! 🌟&quot; #curta #compartilhe #madonna,,"{'default': {'url': 'https://i.ytimg.com/vi/SFrGHq7yvNE/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/SFrGHq7yvNE/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/SFrGHq7yvNE/hqdefault.jpg', 'width': 480, 'height': 360}}",Brunão JPA,none,2024-05-04T06:07:13Z
