ID,AUTHOR,URL,DATE,LIKES,COMMENTS,CONTENT,SERVICE,SENTIMENT,ENGAGEMENT,SHARES,PUBLISHEDAT,CHANNELID,TITLE,DESCRIPTION,THUMBNAILS,CHANNELTITLE,LIVEBROADCASTCONTENT,PUBLISHTIME
yQK1l0Dq8ME,Flamir Papo de Arte,https://www.youtube.com/watch?v=yQK1l0Dq8ME,2024-05-12T12:23:41Z,1,0,"Madonna em Copacabana, RJ | Show ou erotismo? | Celebration Tour #shorts Traço & Imagem Produções Gráficas e Design ...",YouTube,NEUTRAL,0,0,2024-05-12T12:23:41Z,UCi6D8OUf_VkkogQYEWC6OEQ,"Madonna em Copacabana, Rio de Janeiro | Show ou erotismo?  The Celebration Tour #shorts","Madonna em Copacabana, RJ | Show ou erotismo? | Celebration Tour #shorts Traço & Imagem Produções Gráficas e Design ...","{'default': {'url': 'https://i.ytimg.com/vi/yQK1l0Dq8ME/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/yQK1l0Dq8ME/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/yQK1l0Dq8ME/hqdefault.jpg', 'width': 480, 'height': 360}}",Flamir Papo de Arte,none,2024-05-12T12:23:41Z
