ID,AUTHOR,URL,DATE,LIKES,COMMENTS,CONTENT,SERVICE,SENTIMENT,ENGAGEMENT
sJBKuM3LStQ,Galãs Feios,https://www.youtube.com/watch?v=sJBKuM3LStQ,2024-04-30T22:01:31Z,9695,578,Madonna pisou em terras brasileiras e é só disso que o povo quer saber. É golpista passando mensagem com golpe do Pix em ...,YouTube,NEUTRAL,0
