ID,AUTHOR,URL,DATE,LIKES,COMMENTS,CONTENT,SERVICE,SENTIMENT,ENGAGEMENT
HzmdzdxNjxM,Ruas e Lugares,https://www.youtube.com/watch?v=HzmdzdxNjxM,2024-04-25T13:53:55Z,204,65,24abr2024.,YouTube,NEUTRAL,0
