ID,AUTHOR,URL,DATE,LIKES,COMMENTS,CONTENT,SERVICE,SENTIMENT,ENGAGEMENT,SHARES,PUBLISHEDAT,CHANNELID,TITLE,DESCRIPTION,THUMBNAILS,CHANNELTITLE,LIVEBROADCASTCONTENT,PUBLISHTIME
A1f1LmlmqLY,Leh Sanuty,https://www.youtube.com/watch?v=A1f1LmlmqLY,2024-05-03T03:25:46Z,254,112,,YouTube,NEUTRAL,0,0,2024-05-03T03:25:46Z,UCfqpiaKVQkfOFHDUuf3NhVg,MADONNA E PABLLO VITTAR | COPACABANA - RIO DE JANEIRO | PASSAGEM DE SOM DO SHOW AO VIVO,,"{'default': {'url': 'https://i.ytimg.com/vi/A1f1LmlmqLY/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/A1f1LmlmqLY/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/A1f1LmlmqLY/hqdefault.jpg', 'width': 480, 'height': 360}}",Leh Sanuty,none,2024-05-03T03:25:46Z
