ID,AUTHOR,URL,DATE,LIKES,COMMENTS,CONTENT,SERVICE,SENTIMENT,ENGAGEMENT,SHARES,PUBLISHEDAT,CHANNELID,TITLE,DESCRIPTION,THUMBNAILS,CHANNELTITLE,LIVEBROADCASTCONTENT,PUBLISHTIME
tCwKGlJaeXE,Sebastian Peralta,https://www.youtube.com/watch?v=tCwKGlJaeXE,2024-05-05T15:51:10Z,372,0,,YouTube,NEUTRAL,0,0,2024-05-05T15:51:10Z,UC0jxEa0iNQKADnTV-wf6dkw,"MADONNA  - CELEBRATION TOUR RIO DE JANEIRO, 04/05 - LA ISLA BONITA &amp; MUSIC BATUKA 2024",,"{'default': {'url': 'https://i.ytimg.com/vi/tCwKGlJaeXE/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/tCwKGlJaeXE/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/tCwKGlJaeXE/hqdefault.jpg', 'width': 480, 'height': 360}}",Sebastian Peralta,none,2024-05-05T15:51:10Z
