ID,AUTHOR,URL,DATE,LIKES,COMMENTS,CONTENT,SERVICE,SENTIMENT,ENGAGEMENT,SHARES,PUBLISHEDAT,CHANNELID,TITLE,DESCRIPTION,THUMBNAILS,CHANNELTITLE,LIVEBROADCASTCONTENT,PUBLISHTIME
OoD5IeiAJck,Central Gospel Brasil,https://www.youtube.com/watch?v=OoD5IeiAJck,2024-05-09T23:15:13Z,13027,807,,YouTube,NEUTRAL,0,0,2024-05-09T23:15:13Z,UCvgkEBV_gp6C-o0vI7zQGYw,"Veja, Cantor Leonardo falou sobre o show bizarro da Cantora Madonna em Copacabana, no Rio de Janeiro",,"{'default': {'url': 'https://i.ytimg.com/vi/OoD5IeiAJck/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/OoD5IeiAJck/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/OoD5IeiAJck/hqdefault.jpg', 'width': 480, 'height': 360}}",Central Gospel Brasil,none,2024-05-09T23:15:13Z
