ID,AUTHOR,URL,DATE,LIKES,COMMENTS,CONTENT,SERVICE,SENTIMENT,ENGAGEMENT,SHARES,PUBLISHEDAT,CHANNELID,TITLE,DESCRIPTION,THUMBNAILS,CHANNELTITLE,LIVEBROADCASTCONTENT,PUBLISHTIME
aw_qXaAEMvc,Meio+ | TV Meio,https://www.youtube.com/watch?v=aw_qXaAEMvc,2024-05-02T05:38:43Z,2,0,,YouTube,NEUTRAL,0,0,2024-05-02T05:38:43Z,UCaTKduwzWE1e7NxZNEPMGng,Madonna posta memes brasileiros em rede social antes do grande show em Copacabana #shorts,,"{'default': {'url': 'https://i.ytimg.com/vi/aw_qXaAEMvc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/aw_qXaAEMvc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/aw_qXaAEMvc/hqdefault.jpg', 'width': 480, 'height': 360}}",Meio+ | TV Meio,none,2024-05-02T05:38:43Z
