ID,AUTHOR,URL,DATE,LIKES,COMMENTS,CONTENT,SERVICE,SENTIMENT,ENGAGEMENT,SHARES,PUBLISHEDAT,CHANNELID,TITLE,DESCRIPTION,THUMBNAILS,CHANNELTITLE,LIVEBROADCASTCONTENT,PUBLISHTIME
wLhj9A36I9Y,Band Jornalismo,https://www.youtube.com/watch?v=wLhj9A36I9Y,2024-05-04T23:06:32Z,1858,821,Praia de Copacabana lotada para o show da cantora Madonna. Canal Principal ➤ @BandJornalismo Redes sociais: ...,YouTube,NEUTRAL,0,0,2024-05-04T23:06:32Z,UCoa-D_VfMkFrCYodrOC9-mA,Praia de Copacabana lotada para o show da cantora Madonna | Jornal da Band,Praia de Copacabana lotada para o show da cantora Madonna. Canal Principal ➤ @BandJornalismo Redes sociais: ...,"{'default': {'url': 'https://i.ytimg.com/vi/wLhj9A36I9Y/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/wLhj9A36I9Y/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/wLhj9A36I9Y/hqdefault.jpg', 'width': 480, 'height': 360}}",Band Jornalismo,none,2024-05-04T23:06:32Z
