ID,AUTHOR,URL,DATE,LIKES,COMMENTS,CONTENT,SERVICE,SENTIMENT,ENGAGEMENT
2NHyotgx_F8,The Noite com Danilo Gentili,https://www.youtube.com/watch?v=2NHyotgx_F8,2024-03-13T16:01:26Z,2671,86,Madonna comete gafe e pede para fã cadeirante se levantar durante show ...,YouTube,NEUTRAL,0
