ID,AUTHOR,URL,DATE,LIKES,COMMENTS,CONTENT,SERVICE,SENTIMENT,ENGAGEMENT,SHARES,PUBLISHEDAT,CHANNELID,TITLE,DESCRIPTION,THUMBNAILS,CHANNELTITLE,LIVEBROADCASTCONTENT,PUBLISHTIME
1prfGW3Jh8s,Pastor Rodrigo Mocellin,https://www.youtube.com/watch?v=1prfGW3Jh8s,2024-05-06T14:24:36Z,17982,1219,"Nosso canal abrange uma variedade de tópicos, desde análises políticas e sociais até reflexões sobre ética e moral à luz da ...",YouTube,NEUTRAL,0,0,2024-05-06T14:24:36Z,UCRy4GsY-DHfm9jJ9xF9bQ4A,O que não te contaram sobre o show da Madonna | Pastor Rodrigo Mocellin,"Nosso canal abrange uma variedade de tópicos, desde análises políticas e sociais até reflexões sobre ética e moral à luz da ...","{'default': {'url': 'https://i.ytimg.com/vi/1prfGW3Jh8s/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/1prfGW3Jh8s/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/1prfGW3Jh8s/hqdefault.jpg', 'width': 480, 'height': 360}}",Pastor Rodrigo Mocellin,none,2024-05-06T14:24:36Z
