ID,AUTHOR,URL,DATE,LIKES,COMMENTS,CONTENT,SERVICE,SENTIMENT,ENGAGEMENT
aQB7z2GmbTo,Emerson Teixeira,https://www.youtube.com/watch?v=aQB7z2GmbTo,2024-04-20T18:49:29Z,1026,103,Veja como estava a obra no dia 21/04/2024.,YouTube,NEUTRAL,0
