ID,AUTHOR,URL,DATE,LIKES,COMMENTS,CONTENT,SERVICE,SENTIMENT,ENGAGEMENT,SHARES,PUBLISHEDAT,CHANNELID,TITLE,DESCRIPTION,THUMBNAILS,CHANNELTITLE,LIVEBROADCASTCONTENT,PUBLISHTIME
pR3cG4Oc1U0,IRFONZO,https://www.youtube.com/watch?v=pR3cG4Oc1U0,2024-05-06T02:30:22Z,19,0,Madonna biggest-ever show to 1.6 million fans in Brazil | Rio de Janeiro | Celebrities Madonna Best Moments Of Celebration Tour ...,YouTube,NEUTRAL,0,0,2024-05-06T02:30:22Z,UCVh8opPP1JsGw-IMyhM0WQQ,Madonna biggest-ever show to 1.6 million fans in Brazil | Rio de Janeiro | Celebrities,Madonna biggest-ever show to 1.6 million fans in Brazil | Rio de Janeiro | Celebrities Madonna Best Moments Of Celebration Tour ...,"{'default': {'url': 'https://i.ytimg.com/vi/pR3cG4Oc1U0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/pR3cG4Oc1U0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/pR3cG4Oc1U0/hqdefault.jpg', 'width': 480, 'height': 360}}",IRFONZO,none,2024-05-06T02:30:22Z
