ID,AUTHOR,URL,DATE,LIKES,COMMENTS,CONTENT,SERVICE,SENTIMENT,ENGAGEMENT
_NhIiLY8zTk,AFP Português,https://www.youtube.com/watch?v=_NhIiLY8zTk,2024-04-29T19:42:22Z,109,0,Uma legião de fãs de Madonna se aglomera em frente ao hotel onde a cantora está hospedada no Rio de Janeiro. A rainha do ...,YouTube,NEUTRAL,0
