ID,AUTHOR,URL,DATE,LIKES,SHARES,COMMENTS,CONTENT,SERVICE,SENTIMENT,ENGAGEMENT
1785094325610725464,hcarpediem2015,http://twitter.com/hcarpediem2015/statuses/1785094325610725464,29/04/2420 23:50,0.0,0.0,0.0,"RT @rosana: e a história mãe e filha aboletadas no mcdonald's do leblon 
foi definitivamente varrida por madonna em copacabana. 
nao tem como concorrer com o show do milênio",twitter,POSITIVE,0.0
