ID,AUTHOR,URL,DATE,LIKES,COMMENTS,CONTENT,SERVICE,SENTIMENT,ENGAGEMENT,SHARES,PUBLISHEDAT,CHANNELID,TITLE,DESCRIPTION,THUMBNAILS,CHANNELTITLE,LIVEBROADCASTCONTENT,PUBLISHTIME
5H_LWSzSJ0E,SIAN SPORTS,https://www.youtube.com/watch?v=5H_LWSzSJ0E,2024-05-26T21:28:21Z,20457,964,Copyright Statement I try to give the videos a educational value adding relevant information about the players and create an ...,YouTube,NEUTRAL,0,0,2024-05-26T21:28:21Z,UClpHd85tVktt03TaAdkTsPg,"COM DIREITO A GOL PUSKAS! RONALDINHO, ADRIANO, AMARAL E OUTRAS LENDAS DERAM SHOW EM JOGO BENEFICENTE",Copyright Statement I try to give the videos a educational value adding relevant information about the players and create an ...,"{'default': {'url': 'https://i.ytimg.com/vi/5H_LWSzSJ0E/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/5H_LWSzSJ0E/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/5H_LWSzSJ0E/hqdefault.jpg', 'width': 480, 'height': 360}}",SIAN SPORTS,none,2024-05-26T21:28:21Z
