ID,AUTHOR,URL,DATE,LIKES,COMMENTS,CONTENT,SERVICE,SENTIMENT,ENGAGEMENT,SHARES,PUBLISHEDAT,CHANNELID,TITLE,DESCRIPTION,THUMBNAILS,CHANNELTITLE,LIVEBROADCASTCONTENT,PUBLISHTIME
mFg483iKroI,SBT News,https://www.youtube.com/watch?v=mFg483iKroI,2024-05-02T02:10:08Z,742,60,Preços para hospedagens e viagens ao Rio de Janeiro crescem com show de Madonna na capital do estado. | #sbtnews ...,YouTube,NEUTRAL,0,0,2024-05-02T02:10:08Z,UC376n347Ob5Lwzq2WGzF1AA,Madonna no Rio eleva preço de passagens em 500%,Preços para hospedagens e viagens ao Rio de Janeiro crescem com show de Madonna na capital do estado. | #sbtnews ...,"{'default': {'url': 'https://i.ytimg.com/vi/mFg483iKroI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/mFg483iKroI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/mFg483iKroI/hqdefault.jpg', 'width': 480, 'height': 360}}",SBT News,none,2024-05-02T02:10:08Z
