ID,AUTHOR,URL,DATE,LIKES,COMMENTS,CONTENT,SERVICE,SENTIMENT,ENGAGEMENT,SHARES,PUBLISHEDAT,CHANNELID,TITLE,DESCRIPTION,THUMBNAILS,CHANNELTITLE,LIVEBROADCASTCONTENT,PUBLISHTIME
iMUjmo7eBKs,Luiz Fernando,https://www.youtube.com/watch?v=iMUjmo7eBKs,2024-05-05T23:08:52Z,1236,59,ALERTA INVESTIDORES DE CRIPTO E BITCOIN | NÃO PERCA ESSE MOVIMENTO EXPLOSIVO... GRUPO VIP ...,YouTube,NEUTRAL,0,0,2024-05-05T23:08:52Z,UC-xEWFsiOcmUhcmofRV9Mdg,ALERTA INVESTIDORES DE CRIPTO E BITCOIN | NÃO PERCA ESSE MOVIMENTO EXPLOSIVO...,ALERTA INVESTIDORES DE CRIPTO E BITCOIN | NÃO PERCA ESSE MOVIMENTO EXPLOSIVO... GRUPO VIP ...,"{'default': {'url': 'https://i.ytimg.com/vi/iMUjmo7eBKs/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/iMUjmo7eBKs/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/iMUjmo7eBKs/hqdefault.jpg', 'width': 480, 'height': 360}}",Luiz Fernando,none,2024-05-05T23:08:52Z
