ID,AUTHOR,URL,DATE,LIKES,COMMENTS,CONTENT,SERVICE,SENTIMENT,ENGAGEMENT,SHARES,PUBLISHEDAT,CHANNELID,TITLE,DESCRIPTION,THUMBNAILS,CHANNELTITLE,LIVEBROADCASTCONTENT,PUBLISHTIME
RL7Zs1zGufU,Rennê Lima,https://www.youtube.com/watch?v=RL7Zs1zGufU,2024-05-13T17:31:13Z,9,2,"carmed #madonna #riodejaneiro Oii galera, no vídeo de hoje vou mostrar para vocês o lançamento da marca @_CIMED com a ...",YouTube,NEUTRAL,0,0,2024-05-13T17:31:13Z,UCC2PMDFRdNjdKhFJJNmLOfg,RESENHA DO CARMED DA MADONNA | SERÁ QUE É BOM ?,"carmed #madonna #riodejaneiro Oii galera, no vídeo de hoje vou mostrar para vocês o lançamento da marca @_CIMED com a ...","{'default': {'url': 'https://i.ytimg.com/vi/RL7Zs1zGufU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/RL7Zs1zGufU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/RL7Zs1zGufU/hqdefault.jpg', 'width': 480, 'height': 360}}",Rennê Lima,none,2024-05-13T17:31:13Z
