video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
AsgO_DuAlYE,UgxNXCC0GNqm_AJbJ_R4AaABAg,@ProgramadorDeAraque,https://www.youtube.com/watch?v=AsgO_DuAlYE&lc=UgxNXCC0GNqm_AJbJ_R4AaABAg,2024-05-06T04:10:55Z,0,0,0,Esse show só me lembra do filme; Don&#39;t Look Up 🤣🤣🤣🤣🤣🤣,YouTube,NEUTRAL,0,UCIzAIM-zatIDHErC0Z23hbQ,AsgO_DuAlYE,Esse show só me lembra do filme; Don&#39;t Look Up 🤣🤣🤣🤣🤣🤣,Esse show só me lembra do filme; Don't Look Up 🤣🤣🤣🤣🤣🤣,@ProgramadorDeAraque,https://yt3.ggpht.com/ytc/AIdro_lTBXR5VHshRe_HdIr0_NHkRVstxmAy7t-5_Sa4VLnOjw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@ProgramadorDeAraque,{'value': 'UCjlcMaTo2bEkLOdXQYfb5Sg'},True,none,0,2024-05-06T04:10:55Z,2024-05-06T04:10:55Z
