video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,parentId,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
BYHt6kW__QI,UgwOl-_YYQOVFvFxpuZ4AaABAg.A35dNVzqFnLA35jEdDOgud,@ilmaferreirarocha8636,https://www.youtube.com/watch?v=BYHt6kW__QI&lc=UgwOl-_YYQOVFvFxpuZ4AaABAg.A35dNVzqFnLA35jEdDOgud,2024-05-06T13:21:32Z,1,0,0,🤣🤣🤣🤣🤣,YouTube,NEUTRAL,0,UC376n347Ob5Lwzq2WGzF1AA,BYHt6kW__QI,🤣🤣🤣🤣🤣,🤣🤣🤣🤣🤣,UgwOl-_YYQOVFvFxpuZ4AaABAg,@ilmaferreirarocha8636,https://yt3.ggpht.com/ytc/AIdro_nc7y3ld4JJoH0BgKEqFNgY9LU_NZ86OF0_Fpoo7W0=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@ilmaferreirarocha8636,{'value': 'UCDQnfMHtNB9KzMzIY6qr9hg'},True,none,1,2024-05-06T13:21:32Z,2024-05-06T13:21:32Z
