video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
2obsVEVX9MI,UgwGTOOyY-5S8pnCiZp4AaABAg,@juniorcarvalhal1739,https://www.youtube.com/watch?v=2obsVEVX9MI&lc=UgwGTOOyY-5S8pnCiZp4AaABAg,2024-05-05T21:25:39Z,1,0,0,"ESTA É A GOBOLIXO, LH E O JN COM O P....NO,,,,,,,,.. U, MAS COM DINHEIRO, RIEM PARA PARA QUALQUER  M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A",YouTube,NEUTRAL,0,UCTeuEMYybdsJXTR7dOiGLYg,2obsVEVX9MI,"ESTA É A GOBOLIXO, LH E O JN COM O P....NO,,,,,,,,.. U, MAS COM DINHEIRO, RIEM PARA PARA QUALQUER  M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A","ESTA É A GOBOLIXO, LH E O JN COM O P....NO,,,,,,,,.. U, MAS COM DINHEIRO, RIEM PARA PARA QUALQUER  M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A",@juniorcarvalhal1739,https://yt3.ggpht.com/ytc/AIdro_kO4h_Zr1FXoO7XOAVmXJx0aeQSbVczbGkmOP2u_qVgou0=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@juniorcarvalhal1739,{'value': 'UC5DamotSWMX-TXYwUuHFxFA'},True,none,1,2024-05-05T21:25:39Z,2024-05-05T21:25:39Z
