video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,parentId,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
7z1nbYTXFDg,UgztbTya8FLdbPcy-QN4AaABAg.A3414EOHklVA3440t801xc,@luizclaudiosouzadeoliveira1208,https://www.youtube.com/watch?v=7z1nbYTXFDg&lc=UgztbTya8FLdbPcy-QN4AaABAg.A3414EOHklVA3440t801xc,2024-05-05T21:53:24Z,0,0,0,"As consequências não serão diretas ao Rio de Janeiro, mas, sim ao Brasil; porque a maldição traga por esta feiticeira a serviço da elite mundial satanista não ficará barato a curto e longo prazo.",YouTube,NEUTRAL,0,UCwTU6RBW10iWxde9dFj7euA,7z1nbYTXFDg,"As consequências não serão diretas ao Rio de Janeiro, mas, sim ao Brasil; porque a maldição traga por esta feiticeira a serviço da elite mundial satanista não ficará barato a curto e longo prazo.","As consequências não serão diretas ao Rio de Janeiro, mas, sim ao Brasil; porque a maldição traga por esta feiticeira a serviço da elite mundial satanista não ficará barato a curto e longo prazo.",UgztbTya8FLdbPcy-QN4AaABAg,@luizclaudiosouzadeoliveira1208,https://yt3.ggpht.com/ytc/AIdro_kjMUq63Vs9Oo7DboUghyBlNDFkxz1xOvOvaO51pYA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@luizclaudiosouzadeoliveira1208,{'value': 'UC1NIXvkcgeaeFjdXJqfKpGw'},True,none,0,2024-05-05T21:53:24Z,2024-05-05T21:53:24Z
