video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
-nnHsFJR3o0,Ugwg_PR3bwpGz_lWAFV4AaABAg,@antoniaester1697,https://www.youtube.com/watch?v=-nnHsFJR3o0&lc=Ugwg_PR3bwpGz_lWAFV4AaABAg,2024-05-05T11:44:57Z,0,0,0,"SÓ DEUSPODE, MAS A BIBLIA DIZ QUE AUTORIDADE PARA SUA IGREJA SOBRE PRICIPADOS E POTESTADES..O LEVIATÃ É A POTESTADE Q ATUA NO BRASIL, MAS ELES TRABALHAM MUITO&#39;&#39;UNIDOS&quot;COM OS DOS OUTROS PAISES!! ESTÁ ESCRITO NA BIBLÍA.NA 1 EPÍSTA DE SÃO JOÃO 3;8 PARTE C DO VERSÍCULO DIZ QUE , PARA ISSO SE &#39;&#39;MANIFESTOU O FILHO DE DEUS , PARA DESTRUÍ AS OBRAS DO diabo&quot; PARAFRADIANDO PARA DESFAZER AS OBRAS DO diabo, O SENHOR DA MENTIRA QUE TEM ESSENCÍA O PECADO, JESUS CRISTO SE ENCARNOU DE &quot; VERBO PARA SER HUMANO, COMO NÓS. E DESTRUIU. satanás E OS SEUS AUXILIADORES NA CRUZ..TA ESCRITO COLOSSENSES 2:9-15, AO RESSUSCITAR AO 3 DIA, esses infelizes nao tomaram UMA GOTINHA DO SANGUE DE JESUS, PELO CONTRARIO ,YESHUA HAMASSIA,DESCEU NO MAIS PROFUNDO ABISMO &#39;&#39;CHAMADO INFERNO&quot;E TOMOU TUDO DAS MAÕS DO diabo , INCLUSIVE A CHAVE DO INFERNO!!! ele sua corja, so ta fazendo ESSES SHOWZINHOS NO BRASIL PORQUE,  OS LIDERES DA IGREJA PRIMITIVA ACEITOU O MEL ENVENENADO DO sujo. .MAS ATE ISSO JESUS NO AVISA &quot; OS filhos das trevas SÃO MAIS PRUDENTES QUE OS DA LUZ..ELES VÃO DA CONTA DE TUDO !!! COMO AQUELE REI Q FOI LEVADO PRA BABILÔNIA.",YouTube,NEUTRAL,0,UC3wxP_nz78en4z4JhW70jNg,-nnHsFJR3o0,"SÓ DEUSPODE, MAS A BIBLIA DIZ QUE AUTORIDADE PARA SUA IGREJA SOBRE PRICIPADOS E POTESTADES..O LEVIATÃ É A POTESTADE Q ATUA NO BRASIL, MAS ELES TRABALHAM MUITO&#39;&#39;UNIDOS&quot;COM OS DOS OUTROS PAISES!! ESTÁ ESCRITO NA BIBLÍA.NA 1 EPÍSTA DE SÃO JOÃO 3;8 PARTE C DO VERSÍCULO DIZ QUE , PARA ISSO SE &#39;&#39;MANIFESTOU O FILHO DE DEUS , PARA DESTRUÍ AS OBRAS DO diabo&quot; PARAFRADIANDO PARA DESFAZER AS OBRAS DO diabo, O SENHOR DA MENTIRA QUE TEM ESSENCÍA O PECADO, JESUS CRISTO SE ENCARNOU DE &quot; VERBO PARA SER HUMANO, COMO NÓS. E DESTRUIU. satanás E OS SEUS AUXILIADORES NA CRUZ..TA ESCRITO COLOSSENSES 2:9-15, AO RESSUSCITAR AO 3 DIA, esses infelizes nao tomaram UMA GOTINHA DO SANGUE DE JESUS, PELO CONTRARIO ,YESHUA HAMASSIA,DESCEU NO MAIS PROFUNDO ABISMO &#39;&#39;CHAMADO INFERNO&quot;E TOMOU TUDO DAS MAÕS DO diabo , INCLUSIVE A CHAVE DO INFERNO!!! ele sua corja, so ta fazendo ESSES SHOWZINHOS NO BRASIL PORQUE,  OS LIDERES DA IGREJA PRIMITIVA ACEITOU O MEL ENVENENADO DO sujo. .MAS ATE ISSO JESUS NO AVISA &quot; OS filhos das trevas SÃO MAIS PRUDENTES QUE OS DA LUZ..ELES VÃO DA CONTA DE TUDO !!! COMO AQUELE REI Q FOI LEVADO PRA BABILÔNIA.","SÓ DEUSPODE, MAS A BIBLIA DIZ QUE AUTORIDADE PARA SUA IGREJA SOBRE PRICIPADOS E POTESTADES..O LEVIATÃ É A POTESTADE Q ATUA NO BRASIL, MAS ELES TRABALHAM MUITO''UNIDOS""COM OS DOS OUTROS PAISES!! ESTÁ ESCRITO NA BIBLÍA.NA 1 EPÍSTA DE SÃO JOÃO 3;8 PARTE C DO VERSÍCULO DIZ QUE , PARA ISSO SE ''MANIFESTOU O FILHO DE DEUS , PARA DESTRUÍ AS OBRAS DO diabo"" PARAFRADIANDO PARA DESFAZER AS OBRAS DO diabo, O SENHOR DA MENTIRA QUE TEM ESSENCÍA O PECADO, JESUS CRISTO SE ENCARNOU DE "" VERBO PARA SER HUMANO, COMO NÓS. E DESTRUIU. satanás E OS SEUS AUXILIADORES NA CRUZ..TA ESCRITO COLOSSENSES 2:9-15, AO RESSUSCITAR AO 3 DIA, esses infelizes nao tomaram UMA GOTINHA DO SANGUE DE JESUS, PELO CONTRARIO ,YESHUA HAMASSIA,DESCEU NO MAIS PROFUNDO ABISMO ''CHAMADO INFERNO""E TOMOU TUDO DAS MAÕS DO diabo , INCLUSIVE A CHAVE DO INFERNO!!! ele sua corja, so ta fazendo ESSES SHOWZINHOS NO BRASIL PORQUE,  OS LIDERES DA IGREJA PRIMITIVA ACEITOU O MEL ENVENENADO DO sujo. .MAS ATE ISSO JESUS NO AVISA "" OS filhos das trevas SÃO MAIS PRUDENTES QUE OS DA LUZ..ELES VÃO DA CONTA DE TUDO !!! COMO AQUELE REI Q FOI LEVADO PRA BABILÔNIA.",@antoniaester1697,https://yt3.ggpht.com/xYA2AsO0VrymhY90Qr8sWDWKyt5yQRRL5W7LOQufw4057kxX2r85RGDZnPvu2dgwLJpCDXyYwOE=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@antoniaester1697,{'value': 'UCujBeu-ROOR27N7mGrRasCw'},True,none,0,2024-05-05T11:44:57Z,2024-05-05T11:44:57Z
