video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,parentId,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
Dj8NtzhgxCI,Ugx5EXTkeHVKwYvDRIh4AaABAg.A-K_qikgTNUA-ohPMcIggT,@nayanaleal3733,https://www.youtube.com/watch?v=Dj8NtzhgxCI&lc=Ugx5EXTkeHVKwYvDRIh4AaABAg.A-K_qikgTNUA-ohPMcIggT,2024-02-14T23:45:00Z,9,0,0,Ai gente... Ele é adolescente.. A maioria deles é assim. Deixem O menino em paz,YouTube,NEUTRAL,0,UCAo2oGJ4Nkm6sbuKjgAhusw,Dj8NtzhgxCI,Ai gente... Ele é adolescente.. A maioria deles é assim. Deixem O menino em paz,Ai gente... Ele é adolescente.. A maioria deles é assim. Deixem O menino em paz,Ugx5EXTkeHVKwYvDRIh4AaABAg,@nayanaleal3733,https://yt3.ggpht.com/ytc/AIdro_kj9MMwMnkR2A-mUAjVUp7iava7jlf5QkGejCo4EgwHRw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@nayanaleal3733,{'value': 'UCjfsFMSrcTFS2i14p601hkg'},True,none,9,2024-02-14T23:45:00Z,2024-02-14T23:45:00Z
