video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
AsgO_DuAlYE,UgxMyJYVdfGIHu8n9jl4AaABAg,@igorcarrasco9916,https://www.youtube.com/watch?v=AsgO_DuAlYE&lc=UgxMyJYVdfGIHu8n9jl4AaABAg,2024-05-09T04:51:38Z,0,0,0,"Viva liberdade feminina e sexual ❤ que a hipocrisia seja uma festa celebrada da melhor maneira possivel, a maior cantora tirando voces da caixinha",YouTube,NEUTRAL,0,UCIzAIM-zatIDHErC0Z23hbQ,AsgO_DuAlYE,"Viva liberdade feminina e sexual ❤ que a hipocrisia seja uma festa celebrada da melhor maneira possivel, a maior cantora tirando voces da caixinha","Viva liberdade feminina e sexual ❤ que a hipocrisia seja uma festa celebrada da melhor maneira possivel, a maior cantora tirando voces da caixinha",@igorcarrasco9916,https://yt3.ggpht.com/ytc/AIdro_nluMe7Y3q5V4Vw9nKA47wsNODSyjkWj7RFY0CjlMgSyDM=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@igorcarrasco9916,{'value': 'UCJjvaSJqtzoqqK9FPSL-UiQ'},True,none,0,2024-05-09T04:51:38Z,2024-05-09T04:51:38Z
