video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
cgNjWGtbs6Q,Ugw2YdKXdaRjlWY3hIt4AaABAg,@yurihenrique4715,https://www.youtube.com/watch?v=cgNjWGtbs6Q&lc=Ugw2YdKXdaRjlWY3hIt4AaABAg,2024-06-07T17:54:00Z,0,0,0,"Gente, eu sou do leste de Santa catarina ( na verdade Florianópolis ) e eu tambem fiquei sabendo do ocorrido, de tanta agua parecia até um oceano&#39;. E só de escutar a voz e o sentimento dessa jovem, eu senti um nó na garganta muita pena dos gaúchos. Eu tenho 12 anos e sou autista; vamos todos ajudar o RS. So Deus pra salvar a família dessa jovem. ❤😢🙏",YouTube,NEUTRAL,0,UC5Bw0GoCfHk9tA_30ltCw9Q,cgNjWGtbs6Q,"Gente, eu sou do leste de Santa catarina ( na verdade Florianópolis ) e eu tambem fiquei sabendo do ocorrido, de tanta agua parecia até um oceano&#39;. E só de escutar a voz e o sentimento dessa jovem, eu senti um nó na garganta muita pena dos gaúchos. Eu tenho 12 anos e sou autista; vamos todos ajudar o RS. So Deus pra salvar a família dessa jovem. ❤😢🙏","Gente, eu sou do leste de Santa catarina ( na verdade Florianópolis ) e eu tambem fiquei sabendo do ocorrido, de tanta agua parecia até um oceano'. E só de escutar a voz e o sentimento dessa jovem, eu senti um nó na garganta muita pena dos gaúchos. Eu tenho 12 anos e sou autista; vamos todos ajudar o RS. So Deus pra salvar a família dessa jovem. ❤😢🙏",@yurihenrique4715,https://yt3.ggpht.com/2_iAyMeEWJFKMiPvE0UT5AlHKJHwvwT8Chg_QXxE9KWAqgKzsGGFMaOadcMstE-NkQ9LxoeR6Q=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@yurihenrique4715,{'value': 'UCircwM1CppeVMxQ34qhVlwg'},True,none,0,2024-06-07T17:54:00Z,2024-06-07T17:54:00Z
