video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
-9Ns1CUzFV0,UgxTXavexnvWpFgzmUR4AaABAg,@acnyc4601,https://www.youtube.com/watch?v=-9Ns1CUzFV0&lc=UgxTXavexnvWpFgzmUR4AaABAg,2024-05-05T21:04:42Z,237,0,0,"Madonna&#39;s performance last night transcended mere entertainment; it was an epoch-defining moment, an odyssey which I witness from NYC in person when she was here and  amidst a crescendo of anxiety, when it took me many tries to get Globolplay last night.  I journeyed alongside countless others, bearing witness to a historic coronation. Her presence was nothing short of mesmerizing, an embodiment of flawlessness that left us collectively spellbound. In this euphoric celebration, she reaffirmed her immutable sovereignty, asserting herself once more as the unrivaled monarch of both realms—Queen and King, indivisible and eternal.  All hail Madonna.",YouTube,NEUTRAL,0,UCknLrEdhRCp1aegoMqRaCZg,-9Ns1CUzFV0,"Madonna&#39;s performance last night transcended mere entertainment; it was an epoch-defining moment, an odyssey which I witness from NYC in person when she was here and  amidst a crescendo of anxiety, when it took me many tries to get Globolplay last night.  I journeyed alongside countless others, bearing witness to a historic coronation. Her presence was nothing short of mesmerizing, an embodiment of flawlessness that left us collectively spellbound. In this euphoric celebration, she reaffirmed her immutable sovereignty, asserting herself once more as the unrivaled monarch of both realms—Queen and King, indivisible and eternal.  All hail Madonna.","Madonna's performance last night transcended mere entertainment; it was an epoch-defining moment, an odyssey which I witness from NYC in person when she was here and  amidst a crescendo of anxiety, when it took me many tries to get Globolplay last night.  I journeyed alongside countless others, bearing witness to a historic coronation. Her presence was nothing short of mesmerizing, an embodiment of flawlessness that left us collectively spellbound. In this euphoric celebration, she reaffirmed her immutable sovereignty, asserting herself once more as the unrivaled monarch of both realms—Queen and King, indivisible and eternal.  All hail Madonna.",@acnyc4601,https://yt3.ggpht.com/ytc/AIdro_kD21LWf3Bq0LRFyD8M-VDspCp8rRrWKILm4iGSUwuzVA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@acnyc4601,{'value': 'UC98IuQKGhvjRZXQXWZWmowQ'},True,none,237,2024-05-05T21:04:42Z,2024-05-05T21:04:42Z
