video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
DbA4rVLN60A,Ugw7NLX_6IF2dOvMS6t4AaABAg,@naragaucha6989,https://www.youtube.com/watch?v=DbA4rVLN60A&lc=Ugw7NLX_6IF2dOvMS6t4AaABAg,2024-05-11T00:46:57Z,0,0,0,"Esse &quot; homem &quot; não e&quot; um crítico . Ele e&#39;&#39;&#39;&#39; um mal comido , um grosso , um crocodita etc ...um ser , cheio de ódio no coraçao 😕🥴🤔",YouTube,NEUTRAL,0,UC2IEgRZcIuemAPJqXa2nHvQ,DbA4rVLN60A,"Esse &quot; homem &quot; não e&quot; um crítico . Ele e&#39;&#39;&#39;&#39; um mal comido , um grosso , um crocodita etc ...um ser , cheio de ódio no coraçao 😕🥴🤔","Esse "" homem "" não e"" um crítico . Ele e'''' um mal comido , um grosso , um crocodita etc ...um ser , cheio de ódio no coraçao 😕🥴🤔",@naragaucha6989,https://yt3.ggpht.com/ytc/AIdro_nQPpY1EPFKUXu3zelfC-2MbqUs0o0OxNaRJkUMf_6DZyg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@naragaucha6989,{'value': 'UC86to6b1qTE87GXgKbM_olw'},True,none,0,2024-05-11T00:46:57Z,2024-05-11T00:46:57Z
