video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
7Tnpby7g-V8,UgzA6_nNs9pYQ_8ILPN4AaABAg,@Barbixas_pt,https://www.youtube.com/watch?v=7Tnpby7g-V8&lc=UgzA6_nNs9pYQ_8ILPN4AaABAg,2024-05-13T22:55:27Z,0,0,0,"Like a prayer&quot;  não é &quot;Gosto de oração nem Gosto de rezar&quot; é &quot;Como uma oração ou Como uma reza&quot; o Like não significa apenas gosto mas sim uma comparação também assim é traduzido por &quot;como&quot; e não por &quot;gosto&quot;, e ela foi excomungada não apenas pela cena de dar um beijo no &quot;jesus&quot; no clip mas por toda a letra da musica que tem conotação sexual!",YouTube,NEUTRAL,0,UCJXIJV3O38YSCry76wfqS6g,7Tnpby7g-V8,"Like a prayer&quot;  não é &quot;Gosto de oração nem Gosto de rezar&quot; é &quot;Como uma oração ou Como uma reza&quot; o Like não significa apenas gosto mas sim uma comparação também assim é traduzido por &quot;como&quot; e não por &quot;gosto&quot;, e ela foi excomungada não apenas pela cena de dar um beijo no &quot;jesus&quot; no clip mas por toda a letra da musica que tem conotação sexual!","Like a prayer""  não é ""Gosto de oração nem Gosto de rezar"" é ""Como uma oração ou Como uma reza"" o Like não significa apenas gosto mas sim uma comparação também assim é traduzido por ""como"" e não por ""gosto"", e ela foi excomungada não apenas pela cena de dar um beijo no ""jesus"" no clip mas por toda a letra da musica que tem conotação sexual!",@Barbixas_pt,https://yt3.ggpht.com/AZnoPnD_8DSU23-8a0w8aDdawPFZXMpoxWy1mEXdXc39Vh-LUQDdDzGkWkSoqOWzFE59Hoq6Ig=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@Barbixas_pt,{'value': 'UCJ6WYy0q20UzhjKDDLOSvag'},True,none,0,2024-05-13T22:55:27Z,2024-05-13T22:55:27Z
