video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
-ydDxF8XB0A,UgxYbFxqfLP2AitGfa94AaABAg,@user-jp8md3qq6x,https://www.youtube.com/watch?v=-ydDxF8XB0A&lc=UgxYbFxqfLP2AitGfa94AaABAg,2024-05-08T16:29:38Z,0,0,0,Madonaaa,YouTube,NEUTRAL,0,UCY9kJOdqib5dCt1oQzRSTgw,-ydDxF8XB0A,Madonaaa,Madonaaa,@user-jp8md3qq6x,https://yt3.ggpht.com/ytc/AIdro_nZa2L5tvX7AvSd4Ge5CNES4grhI0iSwAR0FOEKVgy-ONyNf84-qq6U12ADeVbgPcot_Q=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@user-jp8md3qq6x,{'value': 'UC6ffLwmbNLSiO-WYO6aTAlw'},True,none,0,2024-05-08T16:29:38Z,2024-05-08T16:29:38Z
