video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,parentId,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
cgNjWGtbs6Q,UgztDCPyzVNzh2bt5W14AaABAg.A3Ghc9TcMeKA3IHEHbEE18,@levivarela17,https://www.youtube.com/watch?v=cgNjWGtbs6Q&lc=UgztDCPyzVNzh2bt5W14AaABAg.A3Ghc9TcMeKA3IHEHbEE18,2024-05-11T10:18:12Z,3,0,0,"@@Pimgo_Flamenguista qual foi o preconceito na mensagem, falou a verdade quanto a frágil situação financeira da maioria dos nordestinos, acaso vc mora aqui no brasil mesmo para não conhecer essa realidade?",YouTube,NEUTRAL,0,UC5Bw0GoCfHk9tA_30ltCw9Q,cgNjWGtbs6Q,"@@Pimgo_Flamenguista qual foi o preconceito na mensagem, falou a verdade quanto a frágil situação financeira da maioria dos nordestinos, acaso vc mora aqui no brasil mesmo para não conhecer essa realidade?","@@Pimgo_Flamenguista qual foi o preconceito na mensagem, falou a verdade quanto a frágil situação financeira da maioria dos nordestinos, acaso vc mora aqui no brasil mesmo para não conhecer essa realidade?",UgztDCPyzVNzh2bt5W14AaABAg,@levivarela17,https://yt3.ggpht.com/ytc/AIdro_n1hHNFfhXBR4BASbMAHa8CRJOT-_7vV_OG-i3RKWwWIZ-j-3B7Fl4iapOfpamSrb2qYA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@levivarela17,{'value': 'UCBHZ0mNkD2gwjzyoDrqfc8g'},True,none,3,2024-05-11T10:18:12Z,2024-05-11T10:18:12Z
