video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
-nnHsFJR3o0,Ugxcswdr6sxJbTT2CoZ4AaABAg,@NIL698,https://www.youtube.com/watch?v=-nnHsFJR3o0&lc=Ugxcswdr6sxJbTT2CoZ4AaABAg,2024-05-05T18:43:01Z,6,0,0,"Mais de 3 milhões juntos &quot;cultuando&quot; o maligno. &quot;Show de graça&quot; para &quot;cultuar&quot; o maligno. Teria jeito mais fácil de reunir tanta gente para a perdição? Aí é que está o &quot;segredo&quot; de tudo. Como a humanidade está cega e não consegue enxergar o óbvio que foi escancarado nisso que chamaram de &quot;show&quot;. Que Deus tenha misericórdia de nós e nos abra os olhos espirituais, pois os olhos humanos já &quot;cegaram&quot; a muito tempo.",YouTube,NEUTRAL,0,UC3wxP_nz78en4z4JhW70jNg,-nnHsFJR3o0,"Mais de 3 milhões juntos &quot;cultuando&quot; o maligno. &quot;Show de graça&quot; para &quot;cultuar&quot; o maligno. Teria jeito mais fácil de reunir tanta gente para a perdição? Aí é que está o &quot;segredo&quot; de tudo. Como a humanidade está cega e não consegue enxergar o óbvio que foi escancarado nisso que chamaram de &quot;show&quot;. Que Deus tenha misericórdia de nós e nos abra os olhos espirituais, pois os olhos humanos já &quot;cegaram&quot; a muito tempo.","Mais de 3 milhões juntos ""cultuando"" o maligno. ""Show de graça"" para ""cultuar"" o maligno. Teria jeito mais fácil de reunir tanta gente para a perdição? Aí é que está o ""segredo"" de tudo. Como a humanidade está cega e não consegue enxergar o óbvio que foi escancarado nisso que chamaram de ""show"". Que Deus tenha misericórdia de nós e nos abra os olhos espirituais, pois os olhos humanos já ""cegaram"" a muito tempo.",@NIL698,https://yt3.ggpht.com/5d6w-pliHu_fQBl3BjxjYw2px8_lalvXnp2NR33mxRLyS4QXkJjM7IWGaJs37b7QHf2SXSIeCw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@NIL698,{'value': 'UCtSurhHW2YJoEElByUULTYA'},True,none,6,2024-05-05T18:43:01Z,2024-05-05T18:43:01Z
