video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,parentId,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
7z1nbYTXFDg,UgwO6tGvDXj356pXxrJ4AaABAg.A34yQKa7sB6A3BIlgZ0jwQ,@felizcrismonteiro,https://www.youtube.com/watch?v=7z1nbYTXFDg&lc=UgwO6tGvDXj356pXxrJ4AaABAg.A34yQKa7sB6A3BIlgZ0jwQ,2024-05-08T17:16:57Z,1,0,0,"Oi amiga, desculpa meu comentário intrometido. Ele falou nas entrelinhas que a parte que o escolheu, o merece, pq tudo não passou de uma &quot;democracia&quot;. Ele fez isso pra não ser b4nid0. Não podemos mais falar o que pensamos abertamente pela censura que nos foi imposta, enfim temos de ser sábios até para pregar! Simples como a pomba e prudente como a serpente. Deus nos abençoe 🙏🏽🇧🇷",YouTube,NEUTRAL,0,UCwTU6RBW10iWxde9dFj7euA,7z1nbYTXFDg,"Oi amiga, desculpa meu comentário intrometido. Ele falou nas entrelinhas que a parte que o escolheu, o merece, pq tudo não passou de uma &quot;democracia&quot;. Ele fez isso pra não ser b4nid0. Não podemos mais falar o que pensamos abertamente pela censura que nos foi imposta, enfim temos de ser sábios até para pregar! Simples como a pomba e prudente como a serpente. Deus nos abençoe 🙏🏽🇧🇷","Oi amiga, desculpa meu comentário intrometido. Ele falou nas entrelinhas que a parte que o escolheu, o merece, pq tudo não passou de uma ""democracia"". Ele fez isso pra não ser b4nid0. Não podemos mais falar o que pensamos abertamente pela censura que nos foi imposta, enfim temos de ser sábios até para pregar! Simples como a pomba e prudente como a serpente. Deus nos abençoe 🙏🏽🇧🇷",UgwO6tGvDXj356pXxrJ4AaABAg,@felizcrismonteiro,https://yt3.ggpht.com/HcVudlTXlLglb1u9XMn3P3HOptTMjh9575GkRjwojs_uLDc3fukEG2ScMTFOsvKNp45ST2LE-Ac=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@felizcrismonteiro,{'value': 'UCoSiL7QG417oSVCZHEhxs3Q'},True,none,1,2024-05-08T17:16:57Z,2024-05-08T17:16:57Z
