video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,parentId,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
-nnHsFJR3o0,Ugxi5FQtbEdIgaP5IGJ4AaABAg.A36DcNQKJapA36Huo5awWG,@MarcioTeixeira,https://www.youtube.com/watch?v=-nnHsFJR3o0&lc=Ugxi5FQtbEdIgaP5IGJ4AaABAg.A36DcNQKJapA36Huo5awWG,2024-05-06T18:33:15Z,0,0,0,"Sylvio, uma coisa que te GARANTO...que VAI acontecer!!! Está Escrito &quot;Porque já é tempo que comece o julgamento pela casa de Deus; e se começa por nós, qual será o fim daqueles que desobedecem ao evangelho de Deus?&quot; 1 Pedro <a href=""https://www.youtube.com/watch?v=-nnHsFJR3o0&amp;t=257"">4:17</a>... agora nota o seguinte... esse frase da Biblia, apota para um julgamento que comeca na Igreja, e chegará a cada um daqueles que &quot;desobedecem&quot; a Deus! Isso inclui quem nega a o evangelho e nao se arrepende...",YouTube,NEUTRAL,0,UC3wxP_nz78en4z4JhW70jNg,-nnHsFJR3o0,"Sylvio, uma coisa que te GARANTO...que VAI acontecer!!! Está Escrito &quot;Porque já é tempo que comece o julgamento pela casa de Deus; e se começa por nós, qual será o fim daqueles que desobedecem ao evangelho de Deus?&quot; 1 Pedro <a href=""https://www.youtube.com/watch?v=-nnHsFJR3o0&amp;t=257"">4:17</a>... agora nota o seguinte... esse frase da Biblia, apota para um julgamento que comeca na Igreja, e chegará a cada um daqueles que &quot;desobedecem&quot; a Deus! Isso inclui quem nega a o evangelho e nao se arrepende...","Sylvio, uma coisa que te GARANTO...que VAI acontecer!!! Está Escrito ""Porque já é tempo que comece o julgamento pela casa de Deus; e se começa por nós, qual será o fim daqueles que desobedecem ao evangelho de Deus?"" 1 Pedro 4:17... agora nota o seguinte... esse frase da Biblia, apota para um julgamento que comeca na Igreja, e chegará a cada um daqueles que ""desobedecem"" a Deus! Isso inclui quem nega a o evangelho e nao se arrepende...",Ugxi5FQtbEdIgaP5IGJ4AaABAg,@MarcioTeixeira,https://yt3.ggpht.com/rNwlxg5Xb3B6rQJ-Tejno8OfKLZqacvRrUwV3gSM5ZSnat_f-hVTvmE9FzRnNFmIeA3QkcPhFw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@MarcioTeixeira,{'value': 'UC3wxP_nz78en4z4JhW70jNg'},True,none,0,2024-05-06T18:33:15Z,2024-05-06T18:33:15Z
