video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
1XUBK3b1v7s,Ugxe058Vp0rJ3Q4fZOV4AaABAg,@cidapaulista3197,https://www.youtube.com/watch?v=1XUBK3b1v7s&lc=Ugxe058Vp0rJ3Q4fZOV4AaABAg,2024-05-05T19:19:03Z,0,0,0,É isso ai; quem gosta de Óbras;  Estradas; Fazer Viadutos etç é Politicos;pois recebem Propinas! Povo gosta de Festa;de Música e de Folia e de Alegrias ! Festas Bem Feitas da lucro pra comerciantes; vendedores ambulantes; Hotéis e Restaurantes!  Mais Festa pro Povo ! Gratidão ao Itaú Banco e a Heineken! APROVADOS... Prepara Outra......,YouTube,NEUTRAL,0,UCx7Ohl0Ln516T5pu5M8_SMA,1XUBK3b1v7s,É isso ai; quem gosta de Óbras;  Estradas; Fazer Viadutos etç é Politicos;pois recebem Propinas! Povo gosta de Festa;de Música e de Folia e de Alegrias ! Festas Bem Feitas da lucro pra comerciantes; vendedores ambulantes; Hotéis e Restaurantes!  Mais Festa pro Povo ! Gratidão ao Itaú Banco e a Heineken! APROVADOS... Prepara Outra......,É isso ai; quem gosta de Óbras;  Estradas; Fazer Viadutos etç é Politicos;pois recebem Propinas! Povo gosta de Festa;de Música e de Folia e de Alegrias ! Festas Bem Feitas da lucro pra comerciantes; vendedores ambulantes; Hotéis e Restaurantes!  Mais Festa pro Povo ! Gratidão ao Itaú Banco e a Heineken! APROVADOS... Prepara Outra......,@cidapaulista3197,https://yt3.ggpht.com/gXsg1zWPTtQb9ZQ5yaIvH-nc9KLnr8BB-VwpzM-xvpVV5by731l-ezay0hZUaW3mTqSLcRXB=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@cidapaulista3197,{'value': 'UCERpjV9xE3RH-RXuraf5PXg'},True,none,0,2024-05-05T19:19:03Z,2024-05-05T19:19:03Z
