video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,parentId,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
AsgO_DuAlYE,Ugyl8cv8OIYtrAL0AaN4AaABAg.A34C-ziLK1EA34QFjxn-pQ,@sofredoratomico,https://www.youtube.com/watch?v=AsgO_DuAlYE&lc=Ugyl8cv8OIYtrAL0AaN4AaABAg.A34C-ziLK1EA34QFjxn-pQ,2024-05-06T01:07:40Z,0,0,0,"@@lucianayyoouu marcado à séculos, usando 60 milhoes do dinheiro do povo pra fazer essa vaca andar no palco e cantar meia dúzia de musica com playback. Mas fica tranquilo, o show é &quot;&quot;&quot;&quot;&quot;de graça&quot;&quot;&quot;&quot;&quot;",YouTube,NEUTRAL,0,UCIzAIM-zatIDHErC0Z23hbQ,AsgO_DuAlYE,"@@lucianayyoouu marcado à séculos, usando 60 milhoes do dinheiro do povo pra fazer essa vaca andar no palco e cantar meia dúzia de musica com playback. Mas fica tranquilo, o show é &quot;&quot;&quot;&quot;&quot;de graça&quot;&quot;&quot;&quot;&quot;","@@lucianayyoouu marcado à séculos, usando 60 milhoes do dinheiro do povo pra fazer essa vaca andar no palco e cantar meia dúzia de musica com playback. Mas fica tranquilo, o show é """"""""""de graça""""""""""",Ugyl8cv8OIYtrAL0AaN4AaABAg,@sofredoratomico,https://yt3.ggpht.com/PCzRtW64wvbSjTDgw95AkiUkWIuzJPPTxQpW6C-SnpjIMusuzeWcPYSsI-nGTI4Fk1avwuc=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@sofredoratomico,{'value': 'UC_eQ06t9rDlXDQfvRH8uK4A'},True,none,0,2024-05-06T01:07:40Z,2024-05-06T01:08:15Z
