video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
8DKmUzl_q5M,Ugwp-fSp-k9vnBxsbvh4AaABAg,@WILMUSTAINE90,https://www.youtube.com/watch?v=8DKmUzl_q5M&lc=Ugwp-fSp-k9vnBxsbvh4AaABAg,2024-04-30T19:01:14Z,0,0,0,"<a href=""https://www.youtube.com/watch?v=8DKmUzl_q5M&amp;t=161"">2:41</a> Por pouco eles não se confundiram com outra coisa kkkkkkkkkkkkkkkkkkkkkkkkkk",YouTube,NEUTRAL,0,UCWijW6tW0iI5ghsAbWDFtTg,8DKmUzl_q5M,"<a href=""https://www.youtube.com/watch?v=8DKmUzl_q5M&amp;t=161"">2:41</a> Por pouco eles não se confundiram com outra coisa kkkkkkkkkkkkkkkkkkkkkkkkkk",2:41 Por pouco eles não se confundiram com outra coisa kkkkkkkkkkkkkkkkkkkkkkkkkk,@WILMUSTAINE90,https://yt3.ggpht.com/SWVbVuUfeTyDSa0YnM2s1_72BG8BSDVDvZGB8oJbRoN7SDSelMdz3r5JalJ2cPIU6aLZY5_g=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@WILMUSTAINE90,{'value': 'UC2NyoU1Dn-IOcU-OOrh3tQg'},True,none,0,2024-04-30T19:01:14Z,2024-04-30T19:01:47Z
