video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,parentId,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
AsgO_DuAlYE,Ugw5hvhRNCP9MZPZIlh4AaABAg.A33AqkcYGAvA33J2w0HENm,@diogoduarte729,https://www.youtube.com/watch?v=AsgO_DuAlYE&lc=Ugw5hvhRNCP9MZPZIlh4AaABAg.A33AqkcYGAvA33J2w0HENm,2024-05-05T14:45:31Z,18,0,0,"&#39;&#39;Nos quais o deus deste século (Satanás) cegou os entendimentos dos INCRÉDULOS, para que não lhes resplandeça a luz do evangelho da glória de Cristo, que é a imagem de Deus. 5 Porque não nos pregamos a nós mesmos, mas a Cristo Jesus, o Senhor; e nós mesmos somos vossos servos, por amor de Jesus. 6 Porque Deus, que disse que das trevas resplandecesse a luz, é quem resplandeceu em nossos corações, para iluminação do conhecimento da glória de Deus, na face de Jesus Cristo&#39;&#39; (2 Coríntios 4:4-6)",YouTube,NEUTRAL,0,UCIzAIM-zatIDHErC0Z23hbQ,AsgO_DuAlYE,"&#39;&#39;Nos quais o deus deste século (Satanás) cegou os entendimentos dos INCRÉDULOS, para que não lhes resplandeça a luz do evangelho da glória de Cristo, que é a imagem de Deus. 5 Porque não nos pregamos a nós mesmos, mas a Cristo Jesus, o Senhor; e nós mesmos somos vossos servos, por amor de Jesus. 6 Porque Deus, que disse que das trevas resplandecesse a luz, é quem resplandeceu em nossos corações, para iluminação do conhecimento da glória de Deus, na face de Jesus Cristo&#39;&#39; (2 Coríntios 4:4-6)","''Nos quais o deus deste século (Satanás) cegou os entendimentos dos INCRÉDULOS, para que não lhes resplandeça a luz do evangelho da glória de Cristo, que é a imagem de Deus. 5 Porque não nos pregamos a nós mesmos, mas a Cristo Jesus, o Senhor; e nós mesmos somos vossos servos, por amor de Jesus. 6 Porque Deus, que disse que das trevas resplandecesse a luz, é quem resplandeceu em nossos corações, para iluminação do conhecimento da glória de Deus, na face de Jesus Cristo'' (2 Coríntios 4:4-6)",Ugw5hvhRNCP9MZPZIlh4AaABAg,@diogoduarte729,https://yt3.ggpht.com/E9Zb9OMmI2jpcWLojW0trEjt34Khmakm3RmAGLnwnfhsiMiNYmtUTmulXUJxjw80TbneZ0logw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@diogoduarte729,{'value': 'UC1IHtiFJoh0Nvm5sUA15VFw'},True,none,18,2024-05-05T14:45:31Z,2024-05-05T14:45:59Z
