video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
1prfGW3Jh8s,UgyLKtiAKtGI8227frh4AaABAg,@ElanoSantos-eu6jh,https://www.youtube.com/watch?v=1prfGW3Jh8s&lc=UgyLKtiAKtGI8227frh4AaABAg,2024-05-06T17:02:02Z,0,0,0,"Ai de nós pecadores, pervertidos, malignos, se não fosse o SENHOR nos resgatando dessa podridão. Sinto embrulho no estômago ao ver esses absurdos no &quot;show&quot; desses &quot;artistas&quot; meretrizes.",YouTube,NEUTRAL,0,UCRy4GsY-DHfm9jJ9xF9bQ4A,1prfGW3Jh8s,"Ai de nós pecadores, pervertidos, malignos, se não fosse o SENHOR nos resgatando dessa podridão. Sinto embrulho no estômago ao ver esses absurdos no &quot;show&quot; desses &quot;artistas&quot; meretrizes.","Ai de nós pecadores, pervertidos, malignos, se não fosse o SENHOR nos resgatando dessa podridão. Sinto embrulho no estômago ao ver esses absurdos no ""show"" desses ""artistas"" meretrizes.",@ElanoSantos-eu6jh,https://yt3.ggpht.com/YYWGPAZaZ8D6PO8YBVsEV-m9p5g02Tc-dIL5Q5hNy7-_rLsj8mEIq6SXFXSBrRZzVk-SwLk7=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@ElanoSantos-eu6jh,{'value': 'UCvBxEycr2tj6kkDo2B8ztCA'},True,none,0,2024-05-06T17:02:02Z,2024-05-06T17:02:02Z
