video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
3JHTOPi9TEY,UgxKBF-RAPWGqJQ_yE94AaABAg,@contadaluh1500,https://www.youtube.com/watch?v=3JHTOPi9TEY&lc=UgxKBF-RAPWGqJQ_yE94AaABAg,2024-05-09T14:18:11Z,0,0,0,Senhor meu deus proteja a humanidade a terra o planta os animais cura deus a população.,YouTube,NEUTRAL,0,UCKEM87jzVqdIfAdTr0xNBfA,3JHTOPi9TEY,Senhor meu deus proteja a humanidade a terra o planta os animais cura deus a população.,Senhor meu deus proteja a humanidade a terra o planta os animais cura deus a população.,@contadaluh1500,https://yt3.ggpht.com/9J56zgrsCGgpGYoViHdL3_wNHORAZ142zUXYDfj_XyVheaTeSL0QU76vq8G2U0X4XqaWMRk0=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@contadaluh1500,{'value': 'UClcrt9hO2Ynalb8QS3DYQzA'},True,none,0,2024-05-09T14:18:11Z,2024-05-09T14:18:11Z
