video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
AsgO_DuAlYE,UgyDX6MUSju4EHXb0P54AaABAg,@setembrinojosedasilva4408,https://www.youtube.com/watch?v=AsgO_DuAlYE&lc=UgyDX6MUSju4EHXb0P54AaABAg,2024-05-09T22:03:31Z,1,0,0,"Idosa de 65 anos faz &quot; surib4&quot; ,Ao vivo em Copacabana ,e leva &quot;doação&quot; de 17 milhões....",YouTube,NEUTRAL,0,UCIzAIM-zatIDHErC0Z23hbQ,AsgO_DuAlYE,"Idosa de 65 anos faz &quot; surib4&quot; ,Ao vivo em Copacabana ,e leva &quot;doação&quot; de 17 milhões....","Idosa de 65 anos faz "" surib4"" ,Ao vivo em Copacabana ,e leva ""doação"" de 17 milhões....",@setembrinojosedasilva4408,https://yt3.ggpht.com/ytc/AIdro_m0yHdrs-wsSpDU9Ei-SgPQXkHDPw2fr0wsO4EfFzw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@setembrinojosedasilva4408,{'value': 'UC2WTWVLiZ2ZElZ2Pui6BL4A'},True,none,1,2024-05-09T22:03:31Z,2024-05-09T22:03:31Z
