video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
1I_si5R7TP0,UgxxXWgznT6JMTjs9xF4AaABAg,@Wavescott18,https://www.youtube.com/watch?v=1I_si5R7TP0&lc=UgxxXWgznT6JMTjs9xF4AaABAg,2024-05-09T18:08:54Z,11,0,0,"Comment sa devait être canon ,le monde n&#39;est pas prêt de l&#39;oublier j&#39;arrête pas de regarder c&#39;est trop beau ❤et dire qu&#39;elle est partis de rien pour devenir quelqun d&#39;unique qui s&#39;appelle Madonna ❤",YouTube,NEUTRAL,0,UC82WPVY8oEJiFx5-fMrEzLA,1I_si5R7TP0,"Comment sa devait être canon ,le monde n&#39;est pas prêt de l&#39;oublier j&#39;arrête pas de regarder c&#39;est trop beau ❤et dire qu&#39;elle est partis de rien pour devenir quelqun d&#39;unique qui s&#39;appelle Madonna ❤","Comment sa devait être canon ,le monde n'est pas prêt de l'oublier j'arrête pas de regarder c'est trop beau ❤et dire qu'elle est partis de rien pour devenir quelqun d'unique qui s'appelle Madonna ❤",@Wavescott18,https://yt3.ggpht.com/ytc/AIdro_nPJ4joKBNG1QXoFUaaTix47BBZ4PIGkUGACXcHu1D3JB7O_rQyCsb15fk7nwY3T_gC1A=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@Wavescott18,{'value': 'UC-pAp8BHg4z4mS2NPHNjRsw'},True,none,11,2024-05-09T18:08:54Z,2024-05-09T18:08:54Z
