video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
2obsVEVX9MI,Ugxo4ikZ5_f2eNYnVWx4AaABAg,@fatimaJertte,https://www.youtube.com/watch?v=2obsVEVX9MI&lc=Ugxo4ikZ5_f2eNYnVWx4AaABAg,2024-05-05T21:27:18Z,0,0,0,"😂😂😂   NÃO  TEM DINHEIRO PARA AJUDAR O POVO DO RIO GRANDE DO SUL. &quot;&quot; QUE ESTÃO  SOFRENDO &quot;&quot; E NO ENTANTO  &quot;&quot;&quot; GASTARAM UMA FORTUNA COM O SHOW DA MADONA PARA FAZER DA PRAIA DE COPACABANA, E COM O POVO QUE LÁ FORAM ASSISTIR O &quot;&quot; SHOW PORNOGRAFICO&quot;&quot;&quot; IMITANDO &quot;&quot;&quot; A VILA MIMOSA  A ANTIGA ZONA DO MANGUE&quot;&quot;&quot; BAIXARIA PURA. ** E O POVO PASSANDO  FOME COM BAIXISSIMO SALARIOS E UM GDE NUMERO DE DESEMPREGO. **  VEM DO. PAIS DELA PARA FAZER MMMMMMM NO PAÍS ALHEIO. ** QDO TANTOS BRASILEIROS NO  ** RIO GDE DO SUL SOFRENDO😂😂😂😂😂😂😂",YouTube,NEUTRAL,0,UCTeuEMYybdsJXTR7dOiGLYg,2obsVEVX9MI,"😂😂😂   NÃO  TEM DINHEIRO PARA AJUDAR O POVO DO RIO GRANDE DO SUL. &quot;&quot; QUE ESTÃO  SOFRENDO &quot;&quot; E NO ENTANTO  &quot;&quot;&quot; GASTARAM UMA FORTUNA COM O SHOW DA MADONA PARA FAZER DA PRAIA DE COPACABANA, E COM O POVO QUE LÁ FORAM ASSISTIR O &quot;&quot; SHOW PORNOGRAFICO&quot;&quot;&quot; IMITANDO &quot;&quot;&quot; A VILA MIMOSA  A ANTIGA ZONA DO MANGUE&quot;&quot;&quot; BAIXARIA PURA. ** E O POVO PASSANDO  FOME COM BAIXISSIMO SALARIOS E UM GDE NUMERO DE DESEMPREGO. **  VEM DO. PAIS DELA PARA FAZER MMMMMMM NO PAÍS ALHEIO. ** QDO TANTOS BRASILEIROS NO  ** RIO GDE DO SUL SOFRENDO😂😂😂😂😂😂😂","😂😂😂   NÃO  TEM DINHEIRO PARA AJUDAR O POVO DO RIO GRANDE DO SUL. """" QUE ESTÃO  SOFRENDO """" E NO ENTANTO  """""" GASTARAM UMA FORTUNA COM O SHOW DA MADONA PARA FAZER DA PRAIA DE COPACABANA, E COM O POVO QUE LÁ FORAM ASSISTIR O """" SHOW PORNOGRAFICO"""""" IMITANDO """""" A VILA MIMOSA  A ANTIGA ZONA DO MANGUE"""""" BAIXARIA PURA. ** E O POVO PASSANDO  FOME COM BAIXISSIMO SALARIOS E UM GDE NUMERO DE DESEMPREGO. **  VEM DO. PAIS DELA PARA FAZER MMMMMMM NO PAÍS ALHEIO. ** QDO TANTOS BRASILEIROS NO  ** RIO GDE DO SUL SOFRENDO😂😂😂😂😂😂😂",@fatimaJertte,https://yt3.ggpht.com/ytc/AIdro_kfnPVJK8BPRcQephOxzbzxb4ULfh5wJtVAwtNCrHf7FLiSXkxBl-Ip0NrnNorUBNw1GQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@fatimaJertte,{'value': 'UC9LZGj7Qfgp6ARx6tsrlTCQ'},True,none,0,2024-05-05T21:27:18Z,2024-05-05T21:27:18Z
