video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
BYHt6kW__QI,Ugz2S3tellm7mrgjvfF4AaABAg,@rosileneraquel8883,https://www.youtube.com/watch?v=BYHt6kW__QI&lc=Ugz2S3tellm7mrgjvfF4AaABAg,2024-05-06T17:30:52Z,0,0,0,"Apocalipse <a href=""https://www.youtube.com/watch?v=BYHt6kW__QI&amp;t=1331"">22:11</a> Nova Bíblia Viva Português (NBV-P)E quando chegar aquele tempo, todos os que praticam o mal o praticarão cada vez mais; aquele que é imundo se tornará cada vez mais depravado; os homens de bem continuarão a praticar o bem; aqueles que são santos prosseguirão em santificar-se”.",YouTube,NEUTRAL,0,UC376n347Ob5Lwzq2WGzF1AA,BYHt6kW__QI,"Apocalipse <a href=""https://www.youtube.com/watch?v=BYHt6kW__QI&amp;t=1331"">22:11</a> Nova Bíblia Viva Português (NBV-P)E quando chegar aquele tempo, todos os que praticam o mal o praticarão cada vez mais; aquele que é imundo se tornará cada vez mais depravado; os homens de bem continuarão a praticar o bem; aqueles que são santos prosseguirão em santificar-se”.","Apocalipse 22:11 Nova Bíblia Viva Português (NBV-P)E quando chegar aquele tempo, todos os que praticam o mal o praticarão cada vez mais; aquele que é imundo se tornará cada vez mais depravado; os homens de bem continuarão a praticar o bem; aqueles que são santos prosseguirão em santificar-se”.",@rosileneraquel8883,https://yt3.ggpht.com/ytc/AIdro_l9RiXxZdvxFzdO7Xok0SdTdUc3w30Fd7XNIRfCCu4=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@rosileneraquel8883,{'value': 'UCbefhc67uNHGFM1imWTdrGQ'},True,none,0,2024-05-06T17:30:52Z,2024-05-06T17:30:52Z
