video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
Arff649qZ8w,UgxzfXsS9VW90InwY3J4AaABAg,@LucasTeuDono2024,https://www.youtube.com/watch?v=Arff649qZ8w&lc=UgxzfXsS9VW90InwY3J4AaABAg,2024-05-06T23:39:58Z,0,0,0,"Esse &quot;show&quot; foi pura depravação, mas a verdadeira desgraça é ver pessoas chamando isso de &quot;pop&quot; ou &quot;música&quot;.",YouTube,NEUTRAL,0,UCuKf8XX6PHQUwQM6RbqpdtA,Arff649qZ8w,"Esse &quot;show&quot; foi pura depravação, mas a verdadeira desgraça é ver pessoas chamando isso de &quot;pop&quot; ou &quot;música&quot;.","Esse ""show"" foi pura depravação, mas a verdadeira desgraça é ver pessoas chamando isso de ""pop"" ou ""música"".",@LucasTeuDono2024,https://yt3.ggpht.com/PxLHfvSXqZjFMeMElY93DiDC9XUOjWYILE-lpY-0UZ4HiAgLSr8R9JRcpVUtHH914iM0Ji1C=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@LucasTeuDono2024,{'value': 'UCj8d37ZXvJQurPwCO3blAOg'},True,none,0,2024-05-06T23:39:58Z,2024-05-06T23:39:58Z
