video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,parentId,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
-nnHsFJR3o0,Ugzoyp30wx4nWmOsspd4AaABAg.A31Xk4iMT2YA31kvLPd7Dd,@professorsamuelgoes1753,https://www.youtube.com/watch?v=-nnHsFJR3o0&lc=Ugzoyp30wx4nWmOsspd4AaABAg.A31Xk4iMT2YA31kvLPd7Dd,2024-05-05T00:19:16Z,12,0,0,@@lily2071 Não sei se podemos afirmar que ele foi gravado nesse horário; sabemos que ele foi postado mas pode ter sido gravado antes. Fato é que a fala do Márcio sobre o culto a Leviathan e a resposta das águas destruindo o sul do país possuem uma ligação muito forte!,YouTube,NEUTRAL,0,UC3wxP_nz78en4z4JhW70jNg,-nnHsFJR3o0,@@lily2071 Não sei se podemos afirmar que ele foi gravado nesse horário; sabemos que ele foi postado mas pode ter sido gravado antes. Fato é que a fala do Márcio sobre o culto a Leviathan e a resposta das águas destruindo o sul do país possuem uma ligação muito forte!,@@lily2071 Não sei se podemos afirmar que ele foi gravado nesse horário; sabemos que ele foi postado mas pode ter sido gravado antes. Fato é que a fala do Márcio sobre o culto a Leviathan e a resposta das águas destruindo o sul do país possuem uma ligação muito forte!,Ugzoyp30wx4nWmOsspd4AaABAg,@professorsamuelgoes1753,https://yt3.ggpht.com/ytc/AIdro_lrCMXGtfRYRWMk2JA71ELtiol-f0-EXCi3cal8E8grRjk=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@professorsamuelgoes1753,{'value': 'UC8dRhrlamvtqZBqNfvIVzeA'},True,none,12,2024-05-05T00:19:16Z,2024-05-05T00:19:16Z
