video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
-ydDxF8XB0A,UgzcRQty9c8CG7d6v1p4AaABAg,@ritamaria9533,https://www.youtube.com/watch?v=-ydDxF8XB0A&lc=UgzcRQty9c8CG7d6v1p4AaABAg,2024-05-07T11:16:03Z,0,0,0,Madonna volta logo pra casa;-;,YouTube,NEUTRAL,0,UCY9kJOdqib5dCt1oQzRSTgw,-ydDxF8XB0A,Madonna volta logo pra casa;-;,Madonna volta logo pra casa;-;,@ritamaria9533,https://yt3.ggpht.com/ytc/AIdro_mHRgPEFRVyJzyuhBo45oM7VA1EIoqqh6CsWvOA5CFpDA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@ritamaria9533,{'value': 'UCuXwuKmoXnaqy_AtO7wugTw'},True,none,0,2024-05-07T11:16:03Z,2024-05-07T11:16:03Z
