video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
AsgO_DuAlYE,UgzCRb7oa67UJI61Upp4AaABAg,@Sinensideral,https://www.youtube.com/watch?v=AsgO_DuAlYE&lc=UgzCRb7oa67UJI61Upp4AaABAg,2024-05-05T15:21:55Z,261,0,0,65 anos; calor extremo como sempre no Fuzil de Janeiro; roupas extravagantes sem muito conforto; interagir com as bibras. Muita coisa difícil e ainda conseguiu ter fôlego pra ficar em pé,YouTube,NEUTRAL,0,UCIzAIM-zatIDHErC0Z23hbQ,AsgO_DuAlYE,65 anos; calor extremo como sempre no Fuzil de Janeiro; roupas extravagantes sem muito conforto; interagir com as bibras. Muita coisa difícil e ainda conseguiu ter fôlego pra ficar em pé,65 anos; calor extremo como sempre no Fuzil de Janeiro; roupas extravagantes sem muito conforto; interagir com as bibras. Muita coisa difícil e ainda conseguiu ter fôlego pra ficar em pé,@Sinensideral,https://yt3.ggpht.com/ytc/AIdro_l9z0QW3L1tn96KNtYak0yct4vPEfilBHob1792t1fJ8m8=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@Sinensideral,{'value': 'UC7JtXyv4k-2p5m3NvgRIK1Q'},True,none,261,2024-05-05T15:21:55Z,2024-05-05T15:21:55Z
